name_id,language_code,meaning,source,confidence,verified
c3983e78-4096-5abd-88f1-badf79afc7d6,nl,Wijsheid; wijze persoon,gpt-batch-v1,0.85,false
40e87ed0-7099-594f-8eb1-3022d957106c,de,"Die, die Glück bringt; gesegnet",gpt-batch-v1,0.85,false
3c1181e3-95a4-56a8-a00b-6e63436ebe72,de,"Die, die Glück bringt; gesegnet",gpt-batch-v1,0.85,false
6a27e1b1-a40d-59f0-90f6-044a8350b0b3,de,Fleißig; eifrig; Rivale,gpt-batch-v1,0.85,false
0255770a-a91d-5247-99f4-8ca6445cbd5b,de,Ganz; universell; allumfassend,gpt-batch-v1,0.85,false
4f668d55-71bd-5b56-b1a0-63427f44fb2f,de,Gott ist meine Stärke,gpt-batch-v1,0.85,false
8d03ae84-36af-5e2c-984b-4b7d98c23478,de,Gott ist meine Stärke,gpt-batch-v1,0.85,false
67ce0f17-b2c4-5651-9b8c-7e5b6af6874e,de,Gott ist meine Stärke,gpt-batch-v1,0.85,false
58902488-248c-5604-9c5b-0683bbb3355b,de,Verstand; Intellekt; Geist,gpt-batch-v1,0.85,false
c45089c8-8efb-5864-86d5-547c97693c91,de,Edelstein; Seitenstein,gpt-batch-v1,0.85,false
3e79bf6d-322a-5564-91bd-768c247134d5,de,Edelstein; Seitenstein,gpt-batch-v1,0.85,false
f4e1c8bf-516e-5c64-be7a-b44546be9f8b,de,Edelstein; Seitenstein,gpt-batch-v1,0.85,false
6c233a87-a5cd-5ffb-bf25-e759871a3b4c,de,Löwe; mutig,gpt-batch-v1,0.85,false
412eff94-ccb9-5849-aa6f-526fbe17b777,de,Mutiger Löwe; stark wie ein Löwe,gpt-batch-v1,0.85,false
520b0c62-e020-5ed6-a014-1f769b9f7bcc,de,Berühmte Kriegerin; angesehene Kämpferin,gpt-batch-v1,0.85,false
223d6a31-5ca2-586c-8740-e68cc5282db3,de,Licht; anmutiges Licht,gpt-batch-v1,0.85,false
6d2ca559-5803-5b16-b696-85e8fec81920,de,Ruhe; Trost,gpt-batch-v1,0.85,false
bf655c91-d6d3-57b7-b209-95a0941f8025,de,Ruhe; Trost,gpt-batch-v1,0.85,false
ca4a7cae-8258-5e61-83a9-d66525209c98,de,Fels; Stein,gpt-batch-v1,0.85,false
303ddbfd-b99d-5ccd-9c1e-59f403278876,de,Fels; Stein,gpt-batch-v1,0.85,false
c3983e78-4096-5abd-88f1-badf79afc7d6,de,Weisheit; weise Person,gpt-batch-v1,0.85,false
40e87ed0-7099-594f-8eb1-3022d957106c,fr,Celle qui apporte le bonheur ; bénie,gpt-batch-v1,0.85,false
3c1181e3-95a4-56a8-a00b-6e63436ebe72,fr,Celle qui apporte le bonheur ; bénie,gpt-batch-v1,0.85,false
6a27e1b1-a40d-59f0-90f6-044a8350b0b3,fr,Diligente ; avide ; rivale,gpt-batch-v1,0.85,false
0255770a-a91d-5247-99f4-8ca6445cbd5b,fr,Entière ; universelle ; englobante,gpt-batch-v1,0.85,false
4f668d55-71bd-5b56-b1a0-63427f44fb2f,fr,Dieu est ma force,gpt-batch-v1,0.85,false
8d03ae84-36af-5e2c-984b-4b7d98c23478,fr,Dieu est ma force,gpt-batch-v1,0.85,false
67ce0f17-b2c4-5651-9b8c-7e5b6af6874e,fr,Dieu est ma force,gpt-batch-v1,0.85,false
58902488-248c-5604-9c5b-0683bbb3355b,fr,Esprit ; intellect ; esprit,gpt-batch-v1,0.85,false
c45089c8-8efb-5864-86d5-547c97693c91,fr,Pierre précieuse verte ; pierre latérale,gpt-batch-v1,0.85,false
3e79bf6d-322a-5564-91bd-768c247134d5,fr,Pierre précieuse verte ; pierre latérale,gpt-batch-v1,0.85,false
f4e1c8bf-516e-5c64-be7a-b44546be9f8b,fr,Pierre précieuse verte ; pierre latérale,gpt-batch-v1,0.85,false
6c233a87-a5cd-5ffb-bf25-e759871a3b4c,fr,Lion ; courageux,gpt-batch-v1,0.85,false
412eff94-ccb9-5849-aa6f-526fbe17b777,fr,Lion courageux ; fort comme un lion,gpt-batch-v1,0.85,false
520b0c62-e020-5ed6-a014-1f769b9f7bcc,fr,Guerrier célèbre ; combattant renommé,gpt-batch-v1,0.85,false
223d6a31-5ca2-586c-8740-e68cc5282db3,fr,Lumière ; lumière gracieuse,gpt-batch-v1,0.85,false
6d2ca559-5803-5b16-b696-85e8fec81920,fr,Repos ; confort,gpt-batch-v1,0.85,false
bf655c91-d6d3-57b7-b209-95a0941f8025,fr,Repos ; confort,gpt-batch-v1,0.85,false
ca4a7cae-8258-5e61-83a9-d66525209c98,fr,Rocher ; pierre,gpt-batch-v1,0.85,false
303ddbfd-b99d-5ccd-9c1e-59f403278876,fr,Rocher ; pierre,gpt-batch-v1,0.85,false
c3983e78-4096-5abd-88f1-badf79afc7d6,fr,Sagesse ; sage,gpt-batch-v1,0.85,false
40e87ed0-7099-594f-8eb1-3022d957106c,it,Colei che porta felicità; benedetta,gpt-batch-v1,0.85,false
3c1181e3-95a4-56a8-a00b-6e63436ebe72,it,Colei che porta felicità; benedetta,gpt-batch-v1,0.85,false
6a27e1b1-a40d-59f0-90f6-044a8350b0b3,it,Diligente; desiderosa; rivale,gpt-batch-v1,0.85,false
0255770a-a91d-5247-99f4-8ca6445cbd5b,it,Intero; universale; tutto abbracciante,gpt-batch-v1,0.85,false
4f668d55-71bd-5b56-b1a0-63427f44fb2f,it,Dio è la mia forza,gpt-batch-v1,0.85,false
8d03ae84-36af-5e2c-984b-4b7d98c23478,it,Dio è la mia forza,gpt-batch-v1,0.85,false
67ce0f17-b2c4-5651-9b8c-7e5b6af6874e,it,Dio è la mia forza,gpt-batch-v1,0.85,false
58902488-248c-5604-9c5b-0683bbb3355b,it,Mente; intelletto; spirito,gpt-batch-v1,0.85,false
c45089c8-8efb-5864-86d5-547c97693c91,it,Pietra verde preziosa; pietra laterale,gpt-batch-v1,0.85,false
3e79bf6d-322a-5564-91bd-768c247134d5,it,Pietra verde preziosa; pietra laterale,gpt-batch-v1,0.85,false
f4e1c8bf-516e-5c64-be7a-b44546be9f8b,it,Pietra verde preziosa; pietra laterale,gpt-batch-v1,0.85,false
6c233a87-a5cd-5ffb-bf25-e759871a3b4c,it,Leone; coraggioso,gpt-batch-v1,0.85,false
412eff94-ccb9-5849-aa6f-526fbe17b777,it,Leone coraggioso; forte come un leone,gpt-batch-v1,0.85,false
520b0c62-e020-5ed6-a014-1f769b9f7bcc,it,Guerriero famoso; combattente rinomato,gpt-batch-v1,0.85,false
223d6a31-5ca2-586c-8740-e68cc5282db3,it,Luce; luce graziosa,gpt-batch-v1,0.85,false
6d2ca559-5803-5b16-b696-85e8fec81920,it,Riposo; conforto,gpt-batch-v1,0.85,false
bf655c91-d6d3-57b7-b209-95a0941f8025,it,Riposo; conforto,gpt-batch-v1,0.85,false
ca4a7cae-8258-5e61-83a9-d66525209c98,it,Roccia; pietra,gpt-batch-v1,0.85,false
303ddbfd-b99d-5ccd-9c1e-59f403278876,it,Roccia; pietra,gpt-batch-v1,0.85,false
c3983e78-4096-5abd-88f1-badf79afc7d6,it,Saggezza; saggio,gpt-batch-v1,0.85,false
e0da5ca9-3fe8-5711-9c10-140ae4e7491c,es,Ámbar; joya preciosa,gpt-batch-v1,0.85,false
aeff0c07-96d6-5c49-9ee0-77be418f935b,es,Amanecer; diosa de la mañana,gpt-batch-v1,0.85,false
bb204081-6110-5349-a460-96d359020685,es,Guardián rico; protector adinerado,gpt-batch-v1,0.85,false
c4600cee-debc-5025-a76a-17996cfdf986,es,Dios es mi fuerza,gpt-batch-v1,0.85,false
1da22299-e363-58ce-8207-7597a8d532fd,es,Dios es gracioso,gpt-batch-v1,0.85,false
95f10a6c-a17d-5620-b507-13f953b29040,es,Dios es gracioso,gpt-batch-v1,0.85,false
ceaf9a3c-f877-5772-b7c2-dd6ebcd5c705,es,León; valiente,gpt-batch-v1,0.85,false
b5c0a0c8-d206-50c6-81ac-ecc6d7b7e151,es,León; valiente,gpt-batch-v1,0.85,false
f936d44a-f33f-545f-a5a3-98ad9295f3c8,es,Guerrero famoso; luchador renombrado,gpt-batch-v1,0.85,false
03c2f638-0f4f-5f40-af4b-7f8ae2818e6f,es,Guerrero famoso; luchador renombrado,gpt-batch-v1,0.85,false
64fdb86a-892c-53d7-b968-6d648380fc41,es,Guerrero famoso; luchador renombrado,gpt-batch-v1,0.85,false
8b7ecf2b-ee84-5a34-8126-fc30d67222b8,es,Portador de luz; de Lucania,gpt-batch-v1,0.85,false
8ffb6a10-6353-5f14-8a7d-73955d902339,es,Regalo de Dios,gpt-batch-v1,0.85,false
65cdc9bd-cd0d-5bfc-afcb-611c73d22602,es,Regalo de Dios,gpt-batch-v1,0.85,false
7fd5c56d-4df3-5fdc-a057-1de546879932,es,Olivo; paz; símbolo de paz,gpt-batch-v1,0.85,false
8ac168d2-8685-5b23-b418-2d2b02c877d2,es,Dios ha sanado; sanador divino,gpt-batch-v1,0.85,false
c9dd1760-cc49-5be2-af2f-aabd31603127,es,Sabiduría; sabio,gpt-batch-v1,0.85,false
1b1cbee8-fef4-5887-8886-f8e6ecf003b5,es,Sabiduría; sabio,gpt-batch-v1,0.85,false
2d92e05b-e5ce-5c82-92bb-8fefd1373833,es,Suplantador; que Dios proteja,gpt-batch-v1,0.85,false
9b48a04d-2328-5359-992d-01c1ba5344f6,es,Suplantador; que Dios proteja,gpt-batch-v1,0.85,false
25238664-9473-5be5-a58f-339818e99d84,es,Amanecer; blanco,gpt-batch-v1,0.85,false
37acae37-82f3-53b9-ad4c-b54ed4c1ce98,es,Ámbar; joya preciosa,gpt-batch-v1,0.85,false
399b8322-6882-537d-a66e-9554780f81d3,es,El Señor es mi Dios,gpt-batch-v1,0.85,false
a2946a1c-5d31-5ce4-9b42-c77fd0784933,es,Completo; universal; abarcador,gpt-batch-v1,0.85,false
6613257a-d3a0-52f8-bae2-02c860eda3a1,es,Completo; universal; abarcador,gpt-batch-v1,0.85,false
2b0d1546-1c25-5194-a33c-af9aa10b2c64,es,Completo; universal; abarcador,gpt-batch-v1,0.85,false
381b65f1-6361-5555-b2a4-e0f9bbc78414,es,Ola blanca; justa,gpt-batch-v1,0.85,false
aae38713-c599-53d9-887b-d156c585fb20,es,Pura; santa; casta,gpt-batch-v1,0.85,false
cf612c2b-0936-5143-8515-d4fbbae4c4d8,es,Pura; santa; casta,gpt-batch-v1,0.85,false
00db62c2-6abd-5d7b-bac0-ce12a9d4eb5f,es,León; valiente,gpt-batch-v1,0.85,false
31a001b5-6469-52c0-9dd6-314f5ece99f5,es,Portador de luz; luminoso,gpt-batch-v1,0.85,false
980872a6-0421-58d4-880c-ca7a5f66f228,es,Belicoso; de Marte; guerrero,gpt-batch-v1,0.85,false
5d868fbc-bee5-5207-b9ce-a1230a907165,es,Belicosa; de Marte; guerrera,gpt-batch-v1,0.85,false
46abe73d-b48a-513e-8a8a-8f8ce33e90ad,es,Honor; luz; compasión,gpt-batch-v1,0.85,false
dd95c861-cc58-5391-a640-942b0f6dcae1,es,Dios ha sanado; sanador divino,gpt-batch-v1,0.85,false
407cc2ce-ecd0-5a76-be9f-7d109077803a,es,Dios ha sanado; sanador divino,gpt-batch-v1,0.85,false
1dc86a7c-891a-53d6-8364-81865cb6a581,es,Dios ha sanado; sanador divino,gpt-batch-v1,0.85,false
76b26646-073a-5661-84da-364d616b05be,es,Gemelo,gpt-batch-v1,0.85,false
85a091fc-68a5-549f-bbd3-9134fca88c74,es,Amanecer; blanco,gpt-batch-v1,0.85,false
af12c6ac-ee4d-57de-af6b-8756e9219e53,es,Noble; de noble nacimiento,gpt-batch-v1,0.85,false
cd63490b-24cd-51c2-9526-6740b3dbdcd8,es,Ámbar; joya preciosa,gpt-batch-v1,0.85,false
87835cf5-80c7-5e73-a45b-58918d543b36,es,Noble; hombre oso; piedra,gpt-batch-v1,0.85,false
7b63bacd-5763-5bdd-85d2-5b19c4696f4a,es,Marrón; armadura; escudo,gpt-batch-v1,0.85,false
0757330a-37c2-5076-bbca-ea44baa85d69,es,Marrón; armadura; escudo,gpt-batch-v1,0.85,false
a455e9a3-7b95-5c62-bbce-2d7074beadf2,es,Gracia; favor,gpt-batch-v1,0.85,false
c767ddcd-f3c6-56ff-b119-a0ce823ea75c,es,Piedra verde preciosa; piedra lateral,gpt-batch-v1,0.85,false
e682f671-7275-55f3-9566-f35d1e83a75f,es,Juvenil; lanoso; de pelo suave,gpt-batch-v1,0.85,false
5f15d10e-4729-528f-9118-803170c3247c,es,León; valiente,gpt-batch-v1,0.85,false
81aff8b8-dc35-58a8-9c50-e445b00d6161,es,León; valiente,gpt-batch-v1,0.85,false
d656a42b-5229-524c-9042-f76ff94810a4,es,Luz brillante; compasión,gpt-batch-v1,0.85,false
f0091c2e-e416-532d-a819-d17cf4def473,es,Luz brillante; compasión,gpt-batch-v1,0.85,false
d52c3b57-f608-5b9b-a491-0a6b4481bf47,es,Guerrero de voluntad fuerte; protector,gpt-batch-v1,0.85,false
d0060a55-3561-54c6-969b-89bdf1f9ba3f,es,Guerrero famoso; luchador renombrado,gpt-batch-v1,0.85,false
ca22ad17-22ae-5c63-af6e-f67a14c1a2aa,es,Guerrero famoso; luchador renombrado,gpt-batch-v1,0.85,false
70ffb337-f811-5c1e-9dcf-77db20ab680f,es,Jefe; príncipe; señor generoso,gpt-batch-v1,0.85,false
8fe7f315-7de3-53d5-bf1f-45b1365d1f7d,es,Amado; niño deseado; mar de amargura,gpt-batch-v1,0.85,false
229e9d87-a566-57f6-98d6-47cfd9e40fbe,es,Regalo de Dios,gpt-batch-v1,0.85,false
7b5c2849-b2a3-5151-9576-4b6c96934bdb,es,Victoria; conquistador,gpt-batch-v1,0.85,false
0510da48-52f2-5757-847e-8dabc173fcba,es,Defensor de la humanidad,gpt-batch-v1,0.85,false
79190124-7713-5c97-b49e-f4fd6d9c9e1d,es,Noble; de noble nacimiento,gpt-batch-v1,0.85,false
165c244f-e31d-5e4a-a7ff-eef67367e803,es,Ámbar; joya preciosa,gpt-batch-v1,0.85,false
48f805c2-4480-55db-bdf7-ac046ebb06b4,es,Noble; hombre oso; piedra,gpt-batch-v1,0.85,false
321bfb53-46df-50db-af45-0ee0eb992dc6,es,Fuerte como un oso; oso valiente,gpt-batch-v1,0.85,false
255505a2-ad7a-5b68-a116-b1718ec61d28,es,Fuerte como un oso; oso valiente,gpt-batch-v1,0.85,false
68577f20-f528-5efb-9e16-f67b67c3fb01,es,Completo; universal; abarcador,gpt-batch-v1,0.85,false
affffe95-daca-5602-9c2a-741a41328eac,es,Completo; universal; abarcador,gpt-batch-v1,0.85,false
a8e5a95e-2286-5beb-b116-d003f568ce40,es,Juvenil; lanoso,gpt-batch-v1,0.85,false
6b373773-5119-5734-8f0f-a13fd73339b0,es,Juvenil; lanoso; de cabello suave,gpt-batch-v1,0.85,false
22fff2dd-14cd-594a-a465-e7f4a69cb77e,es,Guerrero famoso; luchador renombrado,gpt-batch-v1,0.85,false
1435986d-4144-566a-aa07-193e896c94fb,es,Guerrero famoso; luchador renombrado,gpt-batch-v1,0.85,false
d0ffbc65-c964-5657-aa38-aebbdf1f7b14,es,Feliz; contenta; guerrera elegante,gpt-batch-v1,0.85,false
77f5d214-d71b-58ed-a030-18df889bef97,es,Feliz; contenta; guerrera elegante,gpt-batch-v1,0.85,false
925300ca-b7bf-59b9-96a5-89b9986508b9,es,Portador de luz; luminoso,gpt-batch-v1,0.85,false
aaf586f5-ccdd-55b9-8eab-1c15936bab5e,es,Jefe; príncipe; señor generoso,gpt-batch-v1,0.85,false
1bd364fd-898c-501b-ba93-5024dbf6913d,es,Mío; amado; niño deseado,gpt-batch-v1,0.85,false
54916ae8-443e-5fa1-b1ae-5c66ce485869,es,Pequeño; humilde; poco,gpt-batch-v1,0.85,false
35a4f013-3e94-51ff-8d1e-0c4236b2c98d,es,Nombre; renombre; fama,gpt-batch-v1,0.85,false
dda2f90b-2f7e-5e4f-87f1-9774c78c1deb,es,Sabiduría; sabia,gpt-batch-v1,0.85,false
1398392d-b4eb-5c10-bce5-74fa6257dde4,es,La que trae felicidad; bendecida,gpt-batch-v1,0.85,false
c5f59499-3de2-5ad9-b599-dfb3d477f096,es,Pura; clara,gpt-batch-v1,0.85,false
7b69ec0a-0811-5239-b728-437960a043e2,es,Pura; clara,gpt-batch-v1,0.85,false
cb19e292-db71-5816-8de5-9747a9c1f323,es,Hombre libre; francés,gpt-batch-v1,0.85,false
2014acb9-8f83-54f4-ac62-d23d4b25ca83,es,Juvenil; descendiente de Júpiter,gpt-batch-v1,0.85,false
9daba9df-a557-5793-a655-f6e418d69754,es,Juvenil; descendiente de Júpiter,gpt-batch-v1,0.85,false
814a1392-94ca-5b42-b66a-9cd76cd70c2a,es,Hombre león; valiente como un león,gpt-batch-v1,0.85,false
1a60901c-40be-5e0e-92a1-484992043237,es,Hombre león; valiente como un león,gpt-batch-v1,0.85,false
8600ea7c-65df-56f5-85c6-7ed93375477e,es,Tierno; delicado; palmera; luz del sol,gpt-batch-v1,0.85,false
cff27def-b7e6-5831-934e-cec00df6265a,es,Tierno; delicado; palmera; luz del sol,gpt-batch-v1,0.85,false
b49e3915-8c88-5b60-9117-421b19f71015,es,Portador de luz; de Lucania,gpt-batch-v1,0.85,false
4c4c3e87-5cd4-5f48-85d0-8a5b8997e5a8,es,Dios está con nosotros,gpt-batch-v1,0.85,false
3b8c3785-8182-5dae-80d7-fb5911f2edb8,es,Regalo de Dios,gpt-batch-v1,0.85,false
0d0d96b7-4026-5b6c-b359-8852e60decfc,es,Graciosa; querida; trabajadora,gpt-batch-v1,0.85,false
af714631-97c7-5820-9771-c21b7d988783,es,Descanso; consuelo,gpt-batch-v1,0.85,false
4e35613c-0403-5baa-9563-687363d86abb,es,Descanso; consuelo,gpt-batch-v1,0.85,false
71f19c10-45f0-59ae-9d5b-5c147ab4a4f3,es,Flor de rosa; belleza,gpt-batch-v1,0.85,false
e0e25e8d-ef66-59b7-8cb3-df0b12a8ee98,es,Flor de rosa; belleza,gpt-batch-v1,0.85,false
58ba2106-53a8-5749-b711-2081f6a7b0bf,es,Flor de rosa; belleza,gpt-batch-v1,0.85,false
cae6cdf6-5262-5a0d-8bce-bd096d37af9a,es,Fuerte; saludable; valiente,gpt-batch-v1,0.85,false
751a5828-41f6-508d-806b-2c97328ac07c,es,Hombre; tierra; tierra roja,gpt-batch-v1,0.85,false
3eef7ea4-5e32-5430-a5e8-bb5f8afce6f7,es,Noble; de noble nacimiento,gpt-batch-v1,0.85,false
40b722a0-cd93-5350-b24e-c2da0e2e88f5,es,Nutritiva; alma; amable,gpt-batch-v1,0.85,false
15b3b86b-12e8-5e01-8a9e-742b2069328a,es,Gracia; favor,gpt-batch-v1,0.85,false
a4e972cc-7242-5cde-aa38-00d5209b9806,es,Devota a Dios; mi Dios es un juramento,gpt-batch-v1,0.85,false
c42351fc-90a3-5825-9c9e-ea358523513f,es,Devota a Dios; mi Dios es un juramento,gpt-batch-v1,0.85,false
9d11ee73-ac92-5285-a502-ccb88e6a9088,es,Joven; descendiente de Júpiter,gpt-batch-v1,0.85,false
d22027d2-d8de-5bda-bbf0-4db1634baa97,es,Joven; descendiente de Júpiter,gpt-batch-v1,0.85,false
0b702924-ed64-5110-932c-5df5e7a450cf,es,De Laurentum; coronado de laurel,gpt-batch-v1,0.85,false
9545e42b-29e2-5488-99c5-026f4f5955e8,es,Guerrero famoso; renombrado en batalla,gpt-batch-v1,0.85,false
a4a29e0d-5ea0-56c3-bdae-8c8ebc4c064e,es,Jefe; príncipe; señor generoso,gpt-batch-v1,0.85,false
a007e346-0ee7-58d9-a965-2dfdee446660,es,Graciosa; querida; trabajadora,gpt-batch-v1,0.85,false
ffae8b34-2a33-581c-bbb1-2f3b79618df5,es,Valentía audaz; valiente como un lobo,gpt-batch-v1,0.85,false
36cc1c3c-58e0-5e42-8bb2-bd9e5f474398,es,Olivo; paz; símbolo de paz,gpt-batch-v1,0.85,false
8b05269f-064a-5074-8c7d-e5242e36e536,es,Pequeño; humilde; poco,gpt-batch-v1,0.85,false
f451b4e5-f725-52c9-8a39-d4f005de2269,es,Flor de rosa; belleza,gpt-batch-v1,0.85,false
b40e2f9b-d5f7-5dbe-ac71-68b94f4c7841,es,Hombre; tierra; tierra roja,gpt-batch-v1,0.85,false
91ba1639-b68d-584a-8b81-a3289712e180,es,Amanecer; blanco,gpt-batch-v1,0.85,false
cdda1e08-f26b-5ade-ba52-0dada8c6decd,es,Defensor de la humanidad,gpt-batch-v1,0.85,false
76476fc3-e9a2-5aef-a04f-2cd19463d956,es,Noble; de noble nacimiento,gpt-batch-v1,0.85,false
add18870-0f36-5148-8765-b20e88efcb93,es,Invaluable; digno de alabanza,gpt-batch-v1,0.85,false
1590a7e1-2172-57dc-ba09-6194204c382c,es,Invaluable; digno de alabanza,gpt-batch-v1,0.85,false
